Date,Result,Hours,Open,Title,Type,emoji10,emoji11,emoji12,emoji13,emoji14,emoji15,emoji16,emoji17,emoji6,emoji7,emoji8,emoji9,Person1,Person2,Person3,Person4,Person5,Person6,Description
2023-03-05,3,2,5,Mouse of paper mach,Testing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3D prototyping upgrader\nLo-fi / hi-fi
2023-03-04,4,4,8,Mouse of foam,Testing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3D prototyping upgrader\nLo-fi / hi-fi
2023-03-03,3,3,6,Mouse of foamboard,Testing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3D prototyping upgrader\nLo-fi / hi-fi
2023-03-03,2,3,5,session reflection,Analyzing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,go hands-on\nwhy do that?\nand How does it go beyond just shaping product?\nWhen do you need this
2023-03-02,5,1,6,Mouse of clay,Testing,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3D prototyping upgrader Lo-fi / hi-fi
2023-02-28,3,3,6,discuss where do we apply 3D in design,Analyzing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
2023-02-27,4,2,6,The worked out AI examples,Brainstorm / Ideate,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,envisioning AI as collaborator in different modes
2023-02-17,3,3,6,session benchmark,Analyzing,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Categorizing within benchmark  
2023-02-17,3,1,4,first coaching,Evaluating,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,What does collaboration mean?\nWhat role does a team member take
2023-02-16,2,3,5,looking for relevant projects,Background Research,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,make benchmark
2023-02-16,2,3,5,looking for relevant projects,Background Research,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,make benchmark
2023-02-16,3,3,6,looking for relevant projects,Background Research,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,make benchmark
2023-02-16,5,3,8,looking for relevant projects,Background Research,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,make benchmark
2023-02-16,5,3,8,looking for relevant projects,Background Research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,make benchmark
2023-02-13,4,2,6,squad topics in persona interest,Background Research,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"find inspiration, desk research"
2023-02-13,3,2,5,squad topics in personal interest,Background Research,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"find inspiration, desk research"
2023-02-13,5,2,7,squad topics in personal interest,Background Research,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"find inspiration, desk research"
2023-02-13,4,2,6,squad topics in personal interest,Background Research,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"find inspiration, desk research"
2023-02-05,4,3,7,Analyzing study data,Analyzing,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"We together analyzed the results of the study we did the previous week. Each person had a different task of analyzation (like first reflection, timeline making, and second reflection). We summed up the conclusions in our Miro board."
2023-01-04,4,2,6,preparing of the pilot,Organization,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,preparing specifics for the pilot
